class_label,k,support,support_frac,items,items_readable
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|jinnah,"amenity, islamabad_jinnah, jinnah"
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|jinnah_اسلام,"amenity, islamabad_jinnah, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|tag:amenity=bank,"amenity, islamabad_jinnah, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|آباد,"amenity, islamabad_jinnah, آباد"
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|اسلام,"amenity, islamabad_jinnah, اسلام"
amenity:bank,3,7,0.152174,amenity|islamabad_jinnah|اسلام_آباد,"amenity, islamabad_jinnah, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity|islamabad_اسلام|tag:amenity=bank,"amenity, islamabad_اسلام, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity|islamabad_اسلام|آباد,"amenity, islamabad_اسلام, آباد"
amenity:bank,3,7,0.152174,amenity|islamabad_اسلام|اسلام,"amenity, islamabad_اسلام, اسلام"
amenity:bank,3,7,0.152174,amenity|islamabad_اسلام|اسلام_آباد,"amenity, islamabad_اسلام, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity|islamabad|islamabad_jinnah,"amenity, islamabad, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity|islamabad|islamabad_اسلام,"amenity, islamabad, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity|islamabad|jinnah,"amenity, islamabad, jinnah"
amenity:bank,3,7,0.152174,amenity|islamabad|jinnah_اسلام,"amenity, islamabad, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity|jinnah_اسلام|tag:amenity=bank,"amenity, jinnah_اسلام, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity|jinnah_اسلام|آباد,"amenity, jinnah_اسلام, آباد"
amenity:bank,3,7,0.152174,amenity|jinnah_اسلام|اسلام,"amenity, jinnah_اسلام, اسلام"
amenity:bank,3,7,0.152174,amenity|jinnah_اسلام|اسلام_آباد,"amenity, jinnah_اسلام, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity|jinnah|jinnah_اسلام,"amenity, jinnah, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity|jinnah|tag:amenity=bank,"amenity, jinnah, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity|jinnah|آباد,"amenity, jinnah, آباد"
amenity:bank,3,7,0.152174,amenity|jinnah|اسلام,"amenity, jinnah, اسلام"
amenity:bank,3,7,0.152174,amenity|jinnah|اسلام_آباد,"amenity, jinnah, اسلام_آباد"
amenity:bank,3,7,0.152174,bank_islamabad|islamabad_jinnah|jinnah,"bank_islamabad, islamabad_jinnah, jinnah"
